port_operation_id,port_id,vessel_id,arrival_time,departure_time,waiting_hours,turnaround_hours,congestion_level,cargo_handled_tons
7646,11,VSL-6723,2024-08-28,2024-08-28,0.21,33.99,3,69.93
7647,3,VSL-6544,2025-10-06,2025-10-06,2.48,8.68,2,51.22
7648,2,VSL-8108,2024-11-27,2024-11-27,2.57,40.61,1,50.33
7649,4,VSL-1925,2025-11-16,2025-11-16,4.51,47.39,5,6.6
7650,2,VSL-2841,2024-12-21,2024-12-21,1.78,47.28,2,31.7
7651,9,VSL-2878,2025-10-08,2025-10-08,1.59,34.31,4,36.19
7652,3,VSL-4813,2024-11-30,2024-11-30,2.33,37.0,4,14.08
7653,12,VSL-4571,2025-03-11,2025-03-11,2.95,29.7,1,34.99
7654,5,VSL-1951,2026-02-22,2026-02-22,2.93,16.63,2,61.76
7655,3,VSL-5446,2025-02-27,2025-02-27,1.45,13.41,5,47.32
7656,3,VSL-6148,2024-12-22,2024-12-22,1.12,22.34,1,32.55
7657,12,VSL-8980,2025-09-15,2025-09-15,0.05,17.8,5,39.03
7658,12,VSL-5669,2024-12-05,2024-12-05,2.43,25.02,5,55.32
7659,8,VSL-4498,2025-08-01,2025-08-01,5.14,23.01,4,39.97
7660,7,VSL-5646,2026-01-01,2026-01-01,1.23,38.61,5,45.12
7661,5,VSL-1094,2025-06-22,2025-06-22,0.18,44.83,1,20.71
7662,11,VSL-4538,2025-02-19,2025-02-19,1.36,36.99,3,72.66
7663,5,VSL-7304,2025-02-14,2025-02-14,2.46,18.88,1,75.81
7664,1,VSL-1443,2026-01-02,2026-01-02,15.26,7.63,4,33.5
7665,7,VSL-1940,2024-01-23,2024-01-23,5.31,10.1,1,42.83
7666,2,VSL-6341,2025-10-02,2025-10-02,0.74,43.81,1,12.1
7667,3,VSL-5448,2025-07-08,2025-07-08,0.48,8.67,5,73.66
7668,7,VSL-8120,2024-07-21,2024-07-21,2.57,18.08,2,77.27
7669,6,VSL-9356,2025-08-02,2025-08-02,1.02,24.83,4,6.13
7670,4,VSL-7158,2025-06-15,2025-06-15,2.26,36.81,3,42.97
7671,11,VSL-4570,2024-07-06,2024-07-06,0.81,43.97,1,43.37
7672,9,VSL-3831,2024-05-04,2024-05-04,0.48,37.89,1,49.73
7673,7,VSL-2905,2025-07-16,2025-07-16,2.57,27.95,4,51.45
7674,9,VSL-1482,2025-03-05,2025-03-05,7.11,25.66,1,80.39
7675,10,VSL-1318,2024-11-15,2024-11-15,3.92,8.63,3,77.37
7676,6,VSL-2514,2024-12-21,2024-12-21,1.02,15.02,1,70.31
7677,7,VSL-8216,2024-11-02,2024-11-02,3.89,23.98,3,49.56
7678,12,VSL-1292,2024-04-14,2024-04-14,1.5,33.95,1,77.37
7679,12,VSL-5972,2024-01-30,2024-01-30,1.04,21.19,1,53.94
7680,5,VSL-3370,2025-08-09,2025-08-09,0.82,38.38,1,40.68
7681,8,VSL-4556,2024-09-10,2024-09-10,8.66,19.68,5,49.17
7682,12,VSL-6842,2025-04-14,2025-04-14,2.24,42.88,3,84.3
7683,3,VSL-2700,2025-10-23,2025-10-23,8.25,30.29,3,65.08
7684,9,VSL-2076,2025-09-02,2025-09-02,0.4,28.84,2,46.83
7685,4,VSL-4830,2025-01-16,2025-01-16,2.13,26.13,4,60.06
7686,4,VSL-1799,2024-02-14,2024-02-14,0.74,19.14,2,55.5
7687,11,VSL-3806,2024-05-30,2024-05-30,3.23,46.57,5,37.24
7688,11,VSL-8330,2025-01-02,2025-01-02,2.33,25.11,1,55.65
7689,8,VSL-8120,2024-12-17,2024-12-17,0.77,12.79,1,55.75
7690,5,VSL-1089,2025-11-03,2025-11-03,0.71,6.74,1,49.24
7691,12,VSL-1941,2024-05-13,2024-05-13,0.82,13.52,2,59.8
7692,4,VSL-7538,2025-12-07,2025-12-07,0.05,11.01,2,50.01
7693,5,VSL-7098,2026-03-11,2026-03-11,4.64,17.45,5,46.87
7694,5,VSL-4603,2026-02-22,2026-02-22,1.54,16.46,5,67.78
7695,8,VSL-2744,2026-01-27,2026-01-27,2.12,12.73,3,57.73
7696,5,VSL-6646,2024-08-31,2024-08-31,1.19,15.39,1,69.85
7697,11,VSL-7196,2024-09-19,2024-09-19,1.57,10.16,1,42.69
7698,4,VSL-2574,2024-08-03,2024-08-03,1.77,36.69,2,24.39
7699,10,VSL-2371,2024-02-18,2024-02-18,1.19,45.9,2,53.69
7700,6,VSL-3192,2025-05-17,2025-05-17,0.48,10.17,3,20.75
7701,2,VSL-4195,2024-04-18,2024-04-18,0.18,20.0,3,66.2
7702,1,VSL-5360,2025-04-26,2025-04-26,0.31,6.39,3,27.93
7703,6,VSL-7173,2025-05-02,2025-05-02,0.52,15.87,4,29.89
7704,7,VSL-3233,2025-03-02,2025-03-02,0.27,22.27,3,69.24
7705,5,VSL-8280,2025-01-15,2025-01-15,6.38,44.47,4,43.92
7706,8,VSL-1775,2025-09-28,2025-09-28,0.04,40.43,1,31.81
7707,4,VSL-7593,2024-07-06,2024-07-06,0.51,28.57,4,45.74
7708,5,VSL-6826,2024-08-11,2024-08-11,1.26,47.3,3,28.12
7709,11,VSL-2082,2025-09-28,2025-09-28,1.84,32.47,4,73.74
7710,7,VSL-4478,2025-09-21,2025-09-21,5.46,12.74,2,51.84
7711,1,VSL-2910,2025-04-28,2025-04-28,1.36,11.14,4,74.73
7712,2,VSL-1657,2026-02-17,2026-02-17,0.23,35.89,2,40.75
7713,1,VSL-1587,2024-04-28,2024-04-28,1.84,10.7,3,43.4
7714,7,VSL-7341,2025-10-28,2025-10-28,1.47,45.81,5,81.1
7715,10,VSL-6870,2025-12-31,2025-12-31,0.3,12.95,5,66.4
7716,9,VSL-3992,2024-05-19,2024-05-19,2.21,15.54,3,68.92
7717,10,VSL-9663,2024-06-20,2024-06-20,2.83,44.67,2,30.2
7718,10,VSL-8138,2025-05-19,2025-05-19,0.02,19.5,1,45.79
7719,9,VSL-3690,2026-03-26,2026-03-26,1.75,27.63,1,46.19
7720,11,VSL-5840,2024-09-22,2024-09-22,1.58,35.0,2,60.74
7721,12,VSL-2078,2024-09-23,2024-09-23,3.29,17.77,1,30.9
7722,8,VSL-2974,2026-01-15,2026-01-15,2.77,9.21,1,56.1
7723,3,VSL-5744,2024-06-24,2024-06-24,2.42,41.06,3,65.35
7724,9,VSL-6085,2025-07-03,2025-07-03,5.38,32.99,2,51.97
7725,7,VSL-3301,2025-12-18,2025-12-18,0.76,33.44,3,81.86
7726,11,VSL-4594,2024-09-21,2024-09-21,0.39,35.28,3,34.64
7727,11,VSL-5614,2024-10-10,2024-10-10,4.18,46.05,3,29.92
7728,7,VSL-5324,2026-02-25,2026-02-25,0.41,31.95,1,39.34
7729,12,VSL-8233,2024-12-11,2024-12-11,7.97,32.33,2,43.65
7730,1,VSL-1987,2026-03-25,2026-03-25,5.72,24.42,2,42.27
7731,12,VSL-4503,2025-07-30,2025-07-30,3.13,9.55,5,53.88
7732,8,VSL-4475,2025-02-11,2025-02-11,0.47,10.93,4,49.87
7733,2,VSL-4117,2024-03-31,2024-03-31,0.12,24.64,3,70.8
7734,3,VSL-4453,2025-12-07,2025-12-07,3.84,17.71,5,57.88
7735,6,VSL-6273,2025-03-30,2025-03-30,0.54,37.87,2,42.72
7736,1,VSL-2419,2024-02-08,2024-02-08,0.61,31.58,4,24.67
7737,8,VSL-7667,2025-04-17,2025-04-17,0.35,22.97,1,10.52
7738,2,VSL-3902,2025-12-25,2025-12-25,1.58,47.88,4,36.62
7739,4,VSL-7709,2024-05-07,2024-05-07,3.87,6.58,3,60.9
7740,2,VSL-2141,2025-08-30,2025-08-30,2.02,33.07,1,53.6
7741,6,VSL-5651,2026-02-11,2026-02-11,1.6,7.14,4,81.72
7742,1,VSL-9539,2024-05-09,2024-05-09,0.66,14.53,5,50.76
7743,9,VSL-6863,2025-08-03,2025-08-03,0.07,43.18,2,33.86
7744,4,VSL-3490,2025-07-24,2025-07-24,1.77,16.93,1,55.55
7745,3,VSL-2131,2026-01-03,2026-01-03,4.31,41.69,2,42.63
7746,7,VSL-7616,2026-03-13,2026-03-13,0.52,15.82,5,40.39
7747,4,VSL-5743,2024-06-14,2024-06-14,0.4,13.95,1,32.45
7748,12,VSL-8991,2025-11-16,2025-11-16,2.64,16.07,4,54.84
7749,7,VSL-6735,2025-08-24,2025-08-24,3.55,46.64,2,56.51
7750,1,VSL-1848,2024-05-25,2024-05-25,0.11,28.22,1,27.27
7751,4,VSL-5234,2024-08-16,2024-08-16,0.07,19.86,1,45.51
7752,8,VSL-8121,2024-08-26,2024-08-26,5.47,21.38,3,48.61
7753,6,VSL-2958,2024-08-05,2024-08-05,2.34,28.55,1,1.69
7754,11,VSL-1308,2024-12-06,2024-12-06,1.77,47.76,5,50.29
7755,7,VSL-6314,2024-08-21,2024-08-21,3.44,44.62,2,38.9
7756,7,VSL-7019,2024-06-07,2024-06-07,2.2,22.92,3,6.86
7757,7,VSL-9239,2024-08-03,2024-08-03,0.95,46.71,1,45.54
7758,11,VSL-9717,2024-07-24,2024-07-24,0.71,13.81,1,54.4
7759,9,VSL-7552,2025-02-02,2025-02-02,0.28,28.85,5,63.98
7760,12,VSL-5671,2026-02-27,2026-02-27,2.45,26.56,5,53.12
7761,4,VSL-2691,2024-11-29,2024-11-29,4.64,36.99,3,29.72
7762,2,VSL-8544,2026-03-18,2026-03-18,0.38,46.07,1,34.09
7763,3,VSL-6726,2024-09-25,2024-09-25,2.13,13.26,5,68.35
7764,4,VSL-4715,2024-10-28,2024-10-28,1.16,25.25,2,19.66
7765,8,VSL-5302,2026-01-28,2026-01-28,2.0,46.07,5,69.44
7766,6,VSL-6878,2024-04-14,2024-04-14,0.99,30.6,4,73.04
7767,3,VSL-6051,2025-07-24,2025-07-24,0.98,43.88,4,37.99
7768,6,VSL-9490,2024-04-22,2024-04-22,6.31,37.09,3,32.27
7769,9,VSL-7563,2026-02-23,2026-02-23,0.6,31.97,4,86.37
7770,11,VSL-1554,2024-05-18,2024-05-18,0.58,30.12,4,53.84
7771,2,VSL-8826,2025-07-22,2025-07-22,0.99,38.09,2,31.34
7772,4,VSL-6076,2024-01-13,2024-01-13,4.54,6.59,2,37.44
7773,12,VSL-4046,2024-04-15,2024-04-15,4.9,16.87,2,93.17
7774,5,VSL-8482,2025-04-24,2025-04-24,2.57,15.42,1,14.15
7775,2,VSL-7145,2024-12-14,2024-12-14,0.85,31.8,3,37.03
7776,10,VSL-4875,2025-03-09,2025-03-09,0.34,15.75,1,46.5
7777,2,VSL-7087,2024-04-12,2024-04-12,1.3,10.98,1,44.82
7778,6,VSL-9972,2025-05-22,2025-05-22,0.29,34.12,5,18.76
7779,7,VSL-6319,2025-10-16,2025-10-16,13.58,47.45,4,36.66
7780,1,VSL-9575,2024-03-27,2024-03-27,1.38,37.91,5,50.66
7781,2,VSL-2389,2025-08-13,2025-08-13,1.95,6.26,4,59.6
7782,4,VSL-2527,2024-04-12,2024-04-12,4.65,38.97,3,44.57
7783,12,VSL-5490,2025-08-12,2025-08-12,0.52,46.74,3,62.64
7784,5,VSL-9831,2024-02-28,2024-02-28,0.95,22.43,1,61.25
7785,6,VSL-1707,2026-02-09,2026-02-09,2.2,33.45,5,15.54
7786,3,VSL-4163,2025-06-16,2025-06-16,2.24,7.01,3,56.23
7787,5,VSL-1995,2024-12-14,2024-12-14,0.81,6.53,1,39.43
7788,8,VSL-7528,2024-04-22,2024-04-22,0.83,41.32,4,30.39
7789,8,VSL-3855,2025-10-03,2025-10-03,0.61,13.41,4,80.15
7790,8,VSL-9572,2024-05-23,2024-05-23,5.14,15.59,5,41.83
7791,8,VSL-5957,2025-06-16,2025-06-16,1.29,20.11,1,61.81
7792,5,VSL-1766,2024-08-25,2024-08-25,0.18,15.54,5,47.95
7793,3,VSL-6278,2025-11-03,2025-11-03,1.98,9.48,1,50.97
7794,11,VSL-3517,2024-02-18,2024-02-18,0.08,12.73,2,16.77
7795,10,VSL-5520,2025-03-11,2025-03-11,0.69,35.91,3,76.11
7796,5,VSL-8500,2025-12-03,2025-12-03,1.34,26.92,2,20.56
7797,1,VSL-9037,2024-11-03,2024-11-03,0.93,39.02,5,33.2
7798,10,VSL-1345,2025-02-16,2025-02-16,0.09,30.66,3,39.78
7799,3,VSL-1225,2025-12-02,2025-12-02,6.39,30.0,3,61.01
7800,12,VSL-3276,2025-09-01,2025-09-01,2.68,12.22,5,34.65
7801,5,VSL-3445,2024-11-18,2024-11-18,1.71,19.22,1,64.34
7802,4,VSL-4355,2024-05-13,2024-05-13,2.46,13.56,4,12.16
7803,10,VSL-4729,2026-03-04,2026-03-04,1.72,27.58,2,27.32
7804,9,VSL-7421,2024-08-25,2024-08-25,2.61,34.07,2,51.61
7805,10,VSL-9901,2025-07-26,2025-07-26,2.71,44.77,1,50.56
7806,12,VSL-3688,2024-10-06,2024-10-06,1.7,22.77,5,42.76
7807,12,VSL-7474,2024-05-25,2024-05-25,1.38,35.1,4,52.52
7808,11,VSL-9339,2025-08-07,2025-08-07,0.54,14.05,3,60.13
7809,4,VSL-6210,2024-04-24,2024-04-24,0.19,22.85,5,42.01
7810,11,VSL-5946,2024-03-24,2024-03-24,0.16,10.82,2,10.82
7811,9,VSL-9452,2024-06-12,2024-06-12,4.24,31.22,2,44.94
7812,12,VSL-3868,2025-05-20,2025-05-20,6.11,21.41,1,30.42
7813,6,VSL-5146,2025-12-01,2025-12-01,0.9,41.94,3,73.95
7814,6,VSL-4642,2025-06-23,2025-06-23,1.72,29.75,1,63.91
7815,1,VSL-5039,2025-02-14,2025-02-14,1.64,40.08,2,39.12
7816,12,VSL-8913,2025-05-15,2025-05-15,2.24,13.94,5,22.06
7817,10,VSL-6196,2025-08-25,2025-08-25,2.43,28.81,1,38.38
7818,4,VSL-1610,2024-08-27,2024-08-27,0.25,19.33,3,51.53
7819,5,VSL-5768,2026-01-20,2026-01-20,2.89,45.01,3,83.71
7820,1,VSL-7222,2025-03-27,2025-03-27,1.28,35.97,1,74.65
7821,11,VSL-1719,2025-04-20,2025-04-20,0.1,27.62,3,57.53
7822,11,VSL-6786,2024-06-11,2024-06-11,1.41,47.8,2,62.13
7823,4,VSL-8370,2025-11-20,2025-11-20,11.43,25.92,2,59.85
7824,4,VSL-1372,2024-06-12,2024-06-12,0.35,27.4,2,59.06
7825,3,VSL-8530,2024-11-25,2024-11-25,2.27,37.07,3,104.02
7826,9,VSL-5975,2025-01-13,2025-01-13,0.41,37.64,2,48.48
7827,6,VSL-9043,2026-03-24,2026-03-24,6.07,13.22,3,65.81
7828,8,VSL-9441,2025-10-05,2025-10-05,1.3,42.31,1,68.79
7829,5,VSL-3220,2024-06-21,2024-06-21,0.73,8.77,2,12.47
7830,12,VSL-9739,2024-01-11,2024-01-11,7.27,36.21,1,60.32
7831,2,VSL-4210,2025-12-30,2025-12-30,0.32,25.18,5,73.95
7832,12,VSL-1160,2024-02-27,2024-02-27,1.77,44.57,3,57.04
7833,7,VSL-4605,2024-07-30,2024-07-30,0.69,40.39,5,49.85
7834,4,VSL-9435,2025-01-22,2025-01-22,0.0,42.83,5,53.25
7835,9,VSL-8577,2026-03-01,2026-03-01,2.85,45.56,2,34.19
7836,3,VSL-1638,2025-10-20,2025-10-20,1.01,46.63,1,51.71
7837,11,VSL-9839,2025-06-19,2025-06-19,3.18,12.01,5,55.37
7838,4,VSL-8026,2024-04-12,2024-04-12,0.53,39.78,3,71.19
7839,10,VSL-7348,2024-07-23,2024-07-23,1.23,37.96,4,50.2
7840,2,VSL-7223,2026-02-14,2026-02-14,1.22,32.23,1,59.75
7841,10,VSL-5490,2026-02-08,2026-02-08,0.83,25.89,1,74.22
7842,2,VSL-3727,2025-07-15,2025-07-15,3.76,26.95,4,48.9
7843,3,VSL-9259,2024-12-12,2024-12-12,2.33,14.64,2,37.86
7844,1,VSL-4674,2025-05-24,2025-05-24,2.33,10.38,5,61.26
7845,4,VSL-3944,2025-10-19,2025-10-19,1.89,28.82,4,85.04
7846,6,VSL-3411,2024-04-28,2024-04-28,1.09,40.73,4,66.45
7847,2,VSL-7286,2025-12-19,2025-12-19,1.74,16.65,3,46.51
7848,10,VSL-8195,2025-03-08,2025-03-08,1.43,39.49,1,35.49
7849,9,VSL-7674,2025-04-27,2025-04-27,3.92,19.0,1,59.62
7850,7,VSL-6429,2025-12-21,2025-12-21,0.16,16.66,5,55.75
7851,8,VSL-4805,2026-02-17,2026-02-17,4.42,33.88,3,59.09
7852,12,VSL-7997,2025-03-26,2025-03-26,6.56,7.74,2,63.9
7853,5,VSL-9151,2026-03-19,2026-03-19,0.86,23.16,4,59.01
7854,4,VSL-1033,2026-02-26,2026-02-26,0.81,16.66,1,47.64
7855,2,VSL-8715,2026-03-12,2026-03-12,1.22,34.47,5,74.3
7856,4,VSL-8808,2025-06-16,2025-06-16,0.4,39.22,1,31.51
7857,5,VSL-4005,2025-08-27,2025-08-27,0.48,46.75,1,16.89
7858,7,VSL-3459,2026-01-23,2026-01-23,3.04,19.62,2,62.58
7859,9,VSL-6734,2025-10-28,2025-10-28,1.76,22.09,5,71.64
7860,5,VSL-3862,2025-05-14,2025-05-14,12.44,26.06,4,52.68
7861,6,VSL-8464,2025-11-26,2025-11-26,2.27,32.75,5,23.74
7862,1,VSL-5273,2025-02-09,2025-02-09,0.72,22.15,5,6.25
7863,1,VSL-3708,2024-05-04,2024-05-04,1.4,16.42,5,76.99
7864,9,VSL-4347,2024-03-29,2024-03-29,0.44,46.58,3,59.02
7865,10,VSL-2146,2025-06-17,2025-06-17,0.67,20.44,3,105.97
7866,10,VSL-4559,2024-07-02,2024-07-02,3.44,38.92,5,49.99
7867,10,VSL-7369,2025-01-10,2025-01-10,0.34,12.77,4,40.95
7868,4,VSL-6192,2026-02-15,2026-02-15,0.37,29.83,5,34.65
7869,3,VSL-9865,2024-10-23,2024-10-23,3.46,36.92,1,37.4
7870,10,VSL-3173,2024-01-31,2024-01-31,0.98,30.46,1,51.93
7871,2,VSL-3566,2024-09-09,2024-09-09,2.44,6.45,3,1.38
7872,12,VSL-7863,2024-06-07,2024-06-07,3.47,38.93,3,71.76
7873,12,VSL-3776,2025-06-16,2025-06-16,2.68,46.5,3,61.25
7874,5,VSL-2316,2025-09-28,2025-09-28,0.02,40.63,3,30.44
7875,9,VSL-5965,2025-12-01,2025-12-01,1.26,37.87,2,1.0
7876,11,VSL-2632,2026-01-01,2026-01-01,0.06,8.47,3,41.06
7877,5,VSL-5453,2024-03-11,2024-03-11,0.27,13.77,4,79.14
7878,7,VSL-5298,2024-09-20,2024-09-20,0.3,20.29,2,27.52
7879,7,VSL-4507,2025-07-07,2025-07-07,0.74,15.08,2,15.14
7880,5,VSL-9991,2024-04-15,2024-04-15,0.33,34.34,4,6.49
7881,11,VSL-8743,2025-05-01,2025-05-01,1.29,45.98,5,62.72
7882,11,VSL-2927,2024-02-20,2024-02-20,3.48,37.58,2,56.95
7883,3,VSL-6992,2025-05-02,2025-05-02,0.18,44.18,1,35.93
7884,12,VSL-3171,2024-09-11,2024-09-11,7.24,9.05,2,35.15
7885,5,VSL-8237,2025-05-02,2025-05-02,3.64,23.66,1,22.29
7886,8,VSL-2318,2024-07-15,2024-07-15,0.77,34.46,1,51.96
7887,4,VSL-5897,2024-01-06,2024-01-06,0.76,10.64,5,30.09
7888,11,VSL-2824,2024-02-10,2024-02-10,2.4,33.56,4,90.92
7889,7,VSL-6830,2025-07-01,2025-07-01,3.11,29.55,3,46.23
7890,6,VSL-6932,2025-11-27,2025-11-27,3.2,6.31,3,47.69
7891,6,VSL-5927,2025-11-13,2025-11-13,2.93,24.39,4,73.06
7892,12,VSL-6374,2025-08-10,2025-08-10,1.7,43.36,2,36.17
7893,7,VSL-6841,2025-12-29,2025-12-29,2.99,33.34,1,40.89
7894,3,VSL-7654,2026-03-08,2026-03-08,0.32,16.59,2,64.74
7895,8,VSL-5148,2024-09-06,2024-09-06,0.86,45.22,1,18.57
7896,1,VSL-6526,2024-01-08,2024-01-08,2.98,27.02,1,17.09
7897,2,VSL-2072,2025-01-29,2025-01-29,2.85,17.05,5,42.17
7898,10,VSL-5111,2024-12-01,2024-12-01,0.32,30.65,1,32.22
7899,12,VSL-9643,2025-02-11,2025-02-11,1.11,25.27,4,64.4
7900,11,VSL-4186,2025-05-14,2025-05-14,0.37,21.29,3,41.85
7901,11,VSL-2332,2025-11-16,2025-11-16,7.38,9.31,5,50.93
7902,8,VSL-9997,2025-10-13,2025-10-13,8.26,31.5,5,23.43
7903,10,VSL-3960,2024-10-27,2024-10-27,1.06,6.08,2,32.73
7904,9,VSL-8815,2025-06-06,2025-06-06,1.15,24.84,2,16.86
7905,8,VSL-6558,2025-02-16,2025-02-16,0.54,42.02,5,46.85
7906,10,VSL-4795,2024-11-18,2024-11-18,0.94,10.67,2,66.12
7907,9,VSL-6271,2024-11-12,2024-11-12,3.7,33.57,3,89.7
7908,6,VSL-6640,2025-04-30,2025-04-30,0.11,9.08,2,30.36
7909,3,VSL-9844,2025-02-15,2025-02-15,7.36,42.44,1,53.42
7910,7,VSL-6336,2025-04-16,2025-04-16,4.28,10.06,4,52.67
7911,8,VSL-7702,2024-04-17,2024-04-17,0.26,47.46,4,16.07
7912,8,VSL-4911,2025-11-01,2025-11-01,9.54,25.63,3,57.17
7913,6,VSL-4684,2025-12-15,2025-12-15,2.62,36.93,3,67.59
7914,12,VSL-5679,2024-09-27,2024-09-27,9.22,38.75,3,59.29
7915,6,VSL-3848,2025-12-04,2025-12-04,0.77,33.63,3,64.5
7916,1,VSL-8347,2025-03-16,2025-03-16,1.32,24.57,5,56.08
7917,2,VSL-2350,2025-08-05,2025-08-05,1.29,43.82,2,67.76
7918,2,VSL-2475,2024-07-31,2024-07-31,0.83,33.76,5,67.52
7919,10,VSL-6053,2025-06-05,2025-06-05,7.19,19.92,1,51.91
7920,10,VSL-8966,2024-03-16,2024-03-16,2.39,11.83,3,65.62
7921,6,VSL-3651,2024-06-01,2024-06-01,3.9,41.0,1,1.0
7922,1,VSL-4298,2024-06-10,2024-06-10,0.47,10.14,1,89.46
7923,4,VSL-8883,2024-12-02,2024-12-02,0.27,43.65,5,31.59
7924,11,VSL-5728,2025-02-09,2025-02-09,1.32,37.45,4,53.34
7925,11,VSL-8772,2024-08-25,2024-08-25,1.34,42.63,3,58.99
7926,1,VSL-7492,2025-03-26,2025-03-26,1.25,42.43,4,25.22
7927,10,VSL-2918,2024-11-05,2024-11-05,0.63,8.67,2,61.05
7928,6,VSL-3163,2025-04-12,2025-04-12,0.68,31.9,1,79.09
7929,5,VSL-7181,2024-11-28,2024-11-28,3.98,17.41,4,64.79
7930,2,VSL-4625,2024-10-22,2024-10-22,0.16,24.18,1,48.1
7931,6,VSL-7690,2024-11-04,2024-11-04,5.33,24.24,4,51.86
7932,7,VSL-8436,2025-12-03,2025-12-03,0.77,35.11,3,46.73
7933,4,VSL-5749,2025-04-01,2025-04-01,1.08,35.36,2,43.7
7934,10,VSL-1275,2024-08-14,2024-08-14,0.26,25.22,3,42.92
7935,4,VSL-5301,2025-11-05,2025-11-05,0.17,35.29,5,41.82
7936,10,VSL-6985,2024-12-23,2024-12-23,2.85,11.95,4,54.4
7937,1,VSL-8995,2026-03-08,2026-03-08,0.13,23.14,2,80.16
7938,7,VSL-2642,2024-10-24,2024-10-24,3.59,15.59,1,45.05
7939,7,VSL-4355,2026-03-02,2026-03-02,1.71,13.83,4,45.71
7940,10,VSL-8037,2024-01-03,2024-01-03,2.12,14.12,5,37.99
7941,6,VSL-1100,2024-03-11,2024-03-11,0.9,36.39,5,52.02
7942,6,VSL-1662,2025-07-11,2025-07-11,2.07,24.3,1,83.09
7943,10,VSL-6425,2025-07-23,2025-07-23,0.87,43.41,5,53.13
7944,7,VSL-6279,2025-01-31,2025-01-31,0.32,26.0,1,67.55
7945,6,VSL-9157,2025-04-20,2025-04-20,1.37,20.01,3,44.49
7946,11,VSL-1539,2025-09-27,2025-09-27,3.97,6.38,1,44.35
7947,1,VSL-4937,2024-09-15,2024-09-15,3.67,16.31,3,68.72
7948,10,VSL-6468,2025-07-30,2025-07-30,0.03,27.74,5,71.9
7949,9,VSL-1652,2025-10-14,2025-10-14,0.63,24.74,5,65.64
7950,10,VSL-8571,2025-12-16,2025-12-16,0.75,18.88,4,44.42
7951,3,VSL-6029,2024-12-20,2024-12-20,2.75,40.19,1,38.38
7952,10,VSL-3088,2024-06-09,2024-06-09,2.63,28.26,3,52.55
7953,1,VSL-3243,2026-03-15,2026-03-15,1.98,46.94,2,35.69
7954,1,VSL-6955,2024-09-25,2024-09-25,0.68,9.81,3,60.75
7955,5,VSL-2394,2024-02-28,2024-02-28,2.66,19.87,5,61.76
7956,6,VSL-2981,2024-03-08,2024-03-08,0.84,45.55,3,61.7
7957,1,VSL-1708,2026-02-13,2026-02-13,0.64,7.0,1,39.89
7958,9,VSL-1672,2025-08-18,2025-08-18,0.17,38.94,1,59.97
7959,10,VSL-7622,2025-12-17,2025-12-17,3.49,24.76,2,71.67
7960,5,VSL-3666,2025-02-06,2025-02-06,0.49,37.68,3,76.46
7961,3,VSL-8122,2025-04-02,2025-04-02,0.32,11.66,4,1.0
7962,6,VSL-4443,2025-08-20,2025-08-20,0.17,9.17,2,54.29
7963,7,VSL-3254,2025-12-26,2025-12-26,1.21,14.91,5,44.77
7964,4,VSL-3862,2025-03-11,2025-03-11,0.62,28.51,2,29.65
7965,10,VSL-3975,2024-10-14,2024-10-14,1.19,17.83,3,19.11
7966,1,VSL-4611,2025-11-14,2025-11-14,7.11,12.07,3,107.48
7967,4,VSL-4492,2024-03-01,2024-03-01,1.92,44.29,5,28.04
7968,3,VSL-4573,2024-03-11,2024-03-11,0.07,32.8,1,55.21
7969,8,VSL-8073,2025-10-09,2025-10-09,3.8,7.76,1,28.59
7970,1,VSL-8063,2024-11-25,2024-11-25,2.51,38.91,4,65.9
7971,5,VSL-9017,2025-10-01,2025-10-01,0.14,8.03,1,72.06
7972,12,VSL-6254,2025-10-23,2025-10-23,1.32,35.79,2,46.88
7973,2,VSL-3078,2025-11-17,2025-11-17,1.01,40.57,5,83.26
7974,9,VSL-8536,2025-02-23,2025-02-23,3.53,12.72,4,76.02
7975,1,VSL-6784,2025-02-10,2025-02-10,0.15,19.07,1,55.55
7976,2,VSL-3009,2025-05-26,2025-05-26,0.43,39.63,3,44.81
7977,10,VSL-2415,2026-03-28,2026-03-28,1.52,33.71,5,70.06
7978,10,VSL-8182,2025-09-15,2025-09-15,2.84,42.34,5,83.72
7979,11,VSL-9306,2024-01-12,2024-01-12,1.71,31.14,1,42.55
7980,12,VSL-4049,2025-01-04,2025-01-04,2.25,32.25,2,50.58
7981,8,VSL-7615,2025-01-20,2025-01-20,4.54,9.18,5,1.0
7982,8,VSL-3493,2025-09-17,2025-09-17,0.69,7.16,2,54.31
7983,10,VSL-5872,2026-01-27,2026-01-27,4.07,26.76,4,37.79
7984,8,VSL-3836,2025-08-19,2025-08-19,3.51,30.58,4,46.66
7985,2,VSL-8400,2025-12-15,2025-12-15,0.24,9.24,1,32.18
7986,11,VSL-4323,2024-05-06,2024-05-06,0.08,17.95,3,63.14
7987,10,VSL-5116,2025-08-03,2025-08-03,5.15,37.5,4,62.12
7988,2,VSL-5584,2024-05-23,2024-05-23,0.74,21.0,5,20.49
7989,4,VSL-8452,2026-03-21,2026-03-21,1.72,42.8,4,72.44
7990,12,VSL-6731,2025-08-13,2025-08-13,2.88,43.12,2,19.25
7991,12,VSL-9965,2024-11-05,2024-11-05,0.03,47.03,3,33.96
7992,5,VSL-9185,2024-06-03,2024-06-03,0.56,19.68,5,48.65
7993,6,VSL-6603,2024-08-30,2024-08-30,2.07,40.42,2,48.14
